serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DALR07NQA,2017-12-20T00:00:00.000,MARISCOS EL JATO,90,A,1,ROUTINE INSPECTION,EE0000997,2936 E 4TH ST,LOS ANGELES,FA0023835,CA,90033,OW0029500,RAMIREZ LUIS G,RESTAURANT (61-150) SEATS HIGH RISK,1638,MARISCOS EL JATO,ACTIVE,PR0041520
DAT6OAVAN,2017-06-15T00:00:00.000,SPERANZA,94,A,1,ROUTINE INSPECTION,EE0000923,2547 HYPERION AVE,LOS ANGELES,FA0049049,CA,90027,OW0016538,HUE CAFE INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,SPERANZA,ACTIVE,PR0023168
DAEDAUDEY,2018-04-03T00:00:00.000,CVS/PHARMACY #9493,99,A,1,ROUTINE INSPECTION,EE0000144,12315 VENICE BLVD,LOS ANGELES,FA0010462,CA,90066,OW0012926,"GARFIELD BEACH CVS, LLC.","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,CVS PHARMACY #9493,ACTIVE,PR0036954
DALJULQOH,2016-11-17T00:00:00.000,RELAY S5344,97,A,1,ROUTINE INSPECTION,EE0000633,380 WORLD WAY T41,LOS ANGELES,FA0138193,CA,90045,OW0101584,"LS AND PARTNERS AT LAX, LLC","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,RELAY S5344,ACTIVE,PR0122459
DAZSP4K4T,2017-05-17T00:00:00.000,NIKO NIKO SUSHI,90,A,1,ROUTINE INSPECTION,EE0000144,10839 NATIONAL BLVD,LOS ANGELES,FA0067601,CA,90064,OW0017639,"KIM, JO WON",RESTAURANT (61-150) SEATS HIGH RISK,1638,NIKO NIKO SUSHI,ACTIVE,PR0033135
DAT3OWCMW,2017-10-25T00:00:00.000,PANDA CHEF'S CHINESE FAST FOOD,90,A,1,ROUTINE INSPECTION,EE0001064,944 W FLORENCE AVE,LOS ANGELES,FA0248139,CA,90044,OW0242625,KIMHONG GOV & LEAKHENA TECH,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA CHEF'S CHINESE FAST FOOD,ACTIVE,PR0196785
DAUMCQJRL,2016-10-11T00:00:00.000,GELSON'S MARKET,97,A,1,ROUTINE INSPECTION,EE0000697,5877 FRANKLIN AVE,LOS ANGELES,FA0025192,CA,90028,OW0013032,GELSON'S MARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,GELSON MARKET MEAT DEPT #114,ACTIVE,PR0002228
DAIUTG7SM,2018-02-08T00:00:00.000,HILLCREST COUNTRY CLUB,90,A,1,ROUTINE INSPECTION,EE0000015,10000 W PICO BLVD,LOS ANGELES,FA0001714,CA,90064,OW0015531,HILLCREST COUNTRY CLUB INC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,HILLCREST COUNTRY CLUB MAIN KITCHEN,ACTIVE,PR0039330
DAB3K8QLJ,2016-03-02T00:00:00.000,OPICA ADULT DAY CARE,98,A,1,ROUTINE INSPECTION,EE0000375,11759 MISSOURI AVE,LOS ANGELES,FA0067972,CA,90025,OW0017595,JEWISH FAMILY SERVICE OF LA,SENIOR FEEDING SITE,1632,OPICA ADULT DAY CARE,ACTIVE,PR0033747
DAZSSV0F2,2015-08-10T00:00:00.000,PEET'S COFFEE AND TEA,96,A,1,ROUTINE INSPECTION,EE0000828,124 N LARCHMONT BLVD,LOS ANGELES,FA0043638,CA,90004,OW0028121,PEET'S COFFEE & TEA,RESTAURANT (0-30) SEATS LOW RISK,1630,PEET'S COFFEE AND TEA,ACTIVE,PR0007773
DAXIUVDPX,2018-06-01T00:00:00.000,"NG,PEEK HOH",95,A,1,ROUTINE INSPECTION,EE0000699,3514 W 3RD ST,LOS ANGELES,FA0042405,CA,90020,OW0016426,"HOUSTON,PLOENPIDH P",RESTAURANT (0-30) SEATS LOW RISK,1630,"NG,PEEK HOH",ACTIVE,PR0041300
DAFRNR9JU,2015-09-10T00:00:00.000,WEST LA CAR WASH & DELIMART,94,A,1,ROUTINE INSPECTION,EE0000338,11350 W OLYMPIC BLVD,LOS ANGELES,FA0040611,CA,90064,OW0030338,ROBBYNIK INCORPORATED,RESTAURANT (0-30) SEATS HIGH RISK,1632,WEST LA CAR WASH & DELIMART,INACTIVE,PR0044722
DAJ6MOTB9,2016-03-18T00:00:00.000,VIEN CAFE,92,A,1,ROUTINE INSPECTION,EE0000727,6118 W PICO BLVD,LOS ANGELES,FA0039717,CA,90035,OW0037682,"VIEN CAFE, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,VIEN CAFE,ACTIVE,PR0042024
DASKFSFFN,2016-08-04T00:00:00.000,ANGEL CITY BAKERY COMPANY,94,A,1,ROUTINE INSPECTION,EE0000722,705 N NORMANDIE AVE,LOS ANGELES,FA0166348,CA,90029,OW0129510,ELISEO ANTONIO BAIRES,RESTAURANT (0-30) SEATS HIGH RISK,1631,ANGEL CITY BAKERY COMPANY,ACTIVE,PR0156612
DAIPAIQWK,2017-09-14T00:00:00.000,MR BOSSAM,90,A,1,ROUTINE INSPECTION,EE0000869,338 S WESTERN AVE # A-B,LOS ANGELES,FA0165716,CA,90020,OW0128962,ABBA TRADING CORP.,RESTAURANT (61-150) SEATS HIGH RISK,1638,MR BOSSAM,ACTIVE,PR0154051
DAPTVJVKZ,2017-06-20T00:00:00.000,MICELIS KITCHEN,94,A,1,ROUTINE INSPECTION,EE0000581,3655 CAHUENGA BLVD W,LOS ANGELES,FA0066884,CA,90068,OW0024377,"MICELI,CARMEN AND SYLVIA DBA",RESTAURANT (61-150) SEATS HIGH RISK,1638,MICELIS KITCHEN,ACTIVE,PR0040618
DASW7CB7O,2017-12-12T00:00:00.000,BRYANS BBQ,92,A,1,ROUTINE INSPECTION,EE0000468,6333 W 3RD ST STE #740,LOS ANGELES,FA0006407,CA,90036,OW0007001,"CHANG, CHIKON",RESTAURANT (0-30) SEATS HIGH RISK,1632,BRYANS BBQ,ACTIVE,PR0025854
DAVZ61WLG,2015-12-09T00:00:00.000,PLAZA FISH MARKET #1,97,A,1,ROUTINE INSPECTION,EE0000729,3282 W SLAUSON AVE # 207,LOS ANGELES,FA0044916,CA,90043,OW0033539,"SONG, KI CHANG ET AL",RESTAURANT (0-30) SEATS HIGH RISK,1632,PLAZA FISH MARKET #1,ACTIVE,PR0026185
DAPTKBXN7,2015-07-22T00:00:00.000,FIG & OLIVE MELROSE PL.,93,A,1,ROUTINE INSPECTION,EE0000957,650 N LA CIENEGA BLVD,LOS ANGELES,FA0013643,CA,90069,OW0011474,"F & O MELROSE PLACE, INC.",RESTAURANT (151 + ) SEATS HIGH RISK,1641,FIG & OLIVE MELROSE PL.,ACTIVE,PR0004544
DA256IZ0M,2015-09-02T00:00:00.000,C & M CAFE,91,A,1,ROUTINE INSPECTION,EE0000015,3272 MOTOR AVE STE A,LOS ANGELES,FA0164171,CA,90034,OW0127600,"C & M CAFE, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,C & M CAFE,INACTIVE,PR0152444
DAV9SEHGT,2016-11-21T00:00:00.000,CHERRY PICK CAFE,93,A,1,ROUTINE INSPECTION,EE0000721,208 S HILL ST,LOS ANGELES,FA0059587,CA,90012,OW0007424,CHERRY PICK INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHERRY PICK CAFE,ACTIVE,PR0030590
DAFTS3NM9,2017-03-23T00:00:00.000,DRIPS & SWIRLS,93,A,1,ROUTINE INSPECTION,EE0000531,3076 W 8TH ST,LOS ANGELES,FA0222766,CA,90005,OW0227560,"DRIPS & SWIRLS , LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DRIPS & SWIRLS,ACTIVE,PR0189559
DAE8HFPKM,2016-07-12T00:00:00.000,EL NACO BAR,91,A,1,ROUTINE INSPECTION,EE0000884,1912 W 7TH ST,LOS ANGELES,FA0012348,CA,90057,OW0012800,"GARCIA, JAVIER BLANCO",RESTAURANT (0-30) SEATS LOW RISK,1630,EL NACO BAR,ACTIVE,PR0017639
DAHELO0QC,2015-12-07T00:00:00.000,SHAMSHIRI GRILL,94,A,1,ROUTINE INSPECTION,EE0000924,1710 WESTWOOD BLVD,LOS ANGELES,FA0047485,CA,90024,OW0033391,SOHRAB INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,SHAMSHIRI GRILL,ACTIVE,PR0047676
DAPXXKA9T,2016-02-08T00:00:00.000,WAT DONG MOON LEK NOODLE,85,B,1,ROUTINE INSPECTION,EE0000904,4356 FOUNTAIN AVE,LOS ANGELES,FA0040369,CA,90029,OW0017350,"JALANUGRAHA, BILLY PARKPOOM",RESTAURANT (0-30) SEATS HIGH RISK,1632,WAT DONG MOON LEK NOODLE,ACTIVE,PR0020914
DATVMGRCR,2016-03-23T00:00:00.000,TAIX FRENCH RESTAURANT,93,A,1,ROUTINE INSPECTION,EE0000923,1911 W SUNSET BLVD,LOS ANGELES,FA0065679,CA,90026,OW0034850,LES FRERES TAIX,RESTAURANT (151 + ) SEATS HIGH RISK,1641,TAIX FRENCH RESTAURANT,ACTIVE,PR0003305
DAT26AIEN,2016-10-20T00:00:00.000,STARBUCKS,96,A,1,ROUTINE INSPECTION,EE0000122,400 WORLD WAY,LOS ANGELES,FA0070912,CA,90045,OW0016382,HOST INTERNATIONAL INC,RESTAURANT (0-30) SEATS LOW RISK,1630,STARBUCKS,ACTIVE,PR0003451
DAJX4TWLF,2017-03-29T00:00:00.000,BONJUK,92,A,1,ROUTINE INSPECTION,EE0000869,3551 WILSHIRE BLVD,LOS ANGELES,FA0010553,CA,90010,OW0017971,JOYCOS AMERICA INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,BONJUK,ACTIVE,PR0004300
DA0OQLX8X,2016-01-26T00:00:00.000,WINDSOR DONUTS,91,A,1,ROUTINE INSPECTION,EE0000857,5301 W SUNSET BLVD STE #11,LOS ANGELES,FA0055334,CA,90027,OW0016500,"HUA MAY LEE, ET AL",RESTAURANT (0-30) SEATS MODERATE RISK,1631,WINDSOR DONUTS,INACTIVE,PR0017102
DAVTHHGCC,2016-05-18T00:00:00.000,BLACK,93,A,1,ROUTINE INSPECTION,EE0000828,6202 SANTA MONICA BLVD,LOS ANGELES,FA0159487,CA,90038,OW0124500,"BLACK, LP",RESTAURANT (31-60) SEATS LOW RISK,1633,BLACK,ACTIVE,PR0147551
DALLYNSWV,2016-04-20T00:00:00.000,MOBIL SNACK SHOP,96,A,1,ROUTINE INSPECTION,EE0000684,10857 SANTA MONICA BLVD,LOS ANGELES,FA0067082,CA,90025,OW0007116,"CHARLES,RICHA KHALIL","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,MOBIL SNACK SHOP,ACTIVE,PR0014411
DAGMY5XN6,2017-10-18T00:00:00.000,RALPHS MARKET #185,96,A,1,ROUTINE INSPECTION,EE0000836,5245 W CENTINELA AVE,LOS ANGELES,FA0069274,CA,90054,OW0029458,RALPHS GROCERY COMPANY,RESTAURANT (0-30) SEATS MODERATE RISK,1631,RALPHS GROCERY 185 (BAKERY),ACTIVE,PR0033903
DATUJQ8FE,2015-08-26T00:00:00.000,QUIZNO'S,92,A,1,ROUTINE INSPECTION,EE0000893,201 N LOS ANGELES ST STE 22,LOS ANGELES,FA0044914,CA,90012,OW0026389,NUTRI STORES INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,QUIZNO'S,ACTIVE,PR0000013
DADD0TV4L,2017-09-22T00:00:00.000,PASEO SAN MIGUEL RESTAURANT,96,A,1,ROUTINE INSPECTION,EE0000905,3874 S WESTERN AVE,LOS ANGELES,FA0239357,CA,90062,OW0235666,BELLAS AGUILAS INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,PASEO SAN MIGUEL RESTAURANT,ACTIVE,PR0187339
DAXUAJMUQ,2018-07-19T00:00:00.000,BOTELLO'S MARKET,100,A,1,ROUTINE INSPECTION,EE0000950,5301 E BEVERLY BLVD,LOS ANGELES,FA0166042,CA,90022-2103,OW0129253,JOSE CARMERN BOTELLO,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,BOTELLO'S MARKET,ACTIVE,PR0156258
DAE9GH7XD,2018-05-24T00:00:00.000,LUPITAS DISCOUNT STORE 99 CENTS,95,A,1,ROUTINE INSPECTION,EE0000366,4012 WHITTIER BLVD,LOS ANGELES,FA0137981,CA,90023,OW0101386,"HERNANDEZ, RAUL SALMORAN","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,LUPITAS DISCOUNT STORE 99 CENTS,ACTIVE,PR0122203
DATJF6WSC,2016-03-21T00:00:00.000,BIG SAVER FOOD MARKET,98,A,1,ROUTINE INSPECTION,EE0000799,5829 S COMPTON AVE,LOS ANGELES,FA0009544,CA,90001,OW0036820,UKA'S BIG SAVER FOODS INC,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,BIG SAVER FOOD MARKET,ACTIVE,PR0014950
DAPDIUVET,2018-04-03T00:00:00.000,ROMAN'S PIZZA,97,A,1,ROUTINE INSPECTION,EE0000946,240 N VIRGIL AVE STE #5,LOS ANGELES,FA0046784,CA,90004,OW0032396,"SHAIBI, MUTAHAR M",RESTAURANT (0-30) SEATS HIGH RISK,1632,ROMAN'S PIZZA,ACTIVE,PR0048066
DACXDLN9J,2018-04-20T00:00:00.000,MERCADO GARIBALDI,94,A,1,ROUTINE INSPECTION,EE0000594,4212 S CENTRAL AVE,LOS ANGELES,FA0040225,CA,90011,OW0017811,JOEL BERNAL,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,MERCADO GARIBALDI,ACTIVE,PR0001331
DAIAE0BKN,2018-04-18T00:00:00.000,KOALA TEA,90,A,1,ROUTINE INSPECTION,EE0001048,10965 WEYBURN AVE,LOS ANGELES,FA0166517,CA,90024,OW0129651,"KOALA TEA, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,KOALA TEA,ACTIVE,PR0156835
DACR56T3O,2017-02-27T00:00:00.000,SUN LIQUOR SHOP,91,A,1,ROUTINE INSPECTION,EE0000953,12827 WASHINGTON BLVD,LOS ANGELES,FA0049540,CA,90066,OW0034880,"TAKLA, ELIAS","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,SUN LIQUOR SHOP,ACTIVE,PR0029408
DAID9EWF9,2018-02-09T00:00:00.000,JAE'S MARKET,92,A,1,ROUTINE INSPECTION,EE0000594,3323 HOOPER AVE,LOS ANGELES,FA0064175,CA,90011,OW0007661,"CHO, IN HEYUNG","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,JAE'S MARKET,ACTIVE,PR0023543
DAYS5N3KK,2016-06-22T00:00:00.000,BAJA FRESH,98,A,1,ROUTINE INSPECTION,EE0000853,5757 WILSHIRE BLVD STE 103,LOS ANGELES,FA0007983,CA,90036,OW0012549,"G & D INVESTMENTS, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,BAJA FRESH,ACTIVE,PR0022639
DAWPHWDDU,2015-07-29T00:00:00.000,POWER PLANT SUPER FOOD CAFE,96,A,1,ROUTINE INSPECTION,EE0000871,5671 W PICO BLVD,LOS ANGELES,FA0159455,CA,90019,OW0124470,"SUPERFOOD SISTERS, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,POWER PLANT SUPER FOOD CAFE,ACTIVE,PR0147537
DAEWQIZ02,2017-02-02T00:00:00.000,HONDA-YA LITTLE TOKYO,92,A,1,ROUTINE INSPECTION,EE0000721,333 S ALAMEDA ST STE 314,LOS ANGELES,FA0029140,CA,90013,OW0016223,HONDA-YA INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,HONDA-YA LITTLE TOKYO,ACTIVE,PR0046730
DAWBTPWRT,2016-10-20T00:00:00.000,GREEN ROOM BILLIARDS,98,A,1,ROUTINE INSPECTION,EE0000923,3458 N SAN FERNANDO RD,LOS ANGELES,FA0015766,CA,90065,OW0003593,B Y H A INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,GREEN ROOM BILLIARDS,ACTIVE,PR0032105
DAJQT9FJZ,2017-02-07T00:00:00.000,OLIVE BISTRO TAKE-OUT/CATER,90,A,1,ROUTINE INSPECTION,EE0000721,619 S OLIVE ST,LOS ANGELES,FA0043031,CA,90014,OW0001951,"AKHAVAN, HALEH",RESTAURANT (0-30) SEATS HIGH RISK,1632,OLIVE BISTRO TAKE-OUT/CATER,INACTIVE,PR0003628
DAED0A3TV,2017-09-07T00:00:00.000,"PUBLIC HOUSE, BOLA, ELECTRIC LOTUS",91,A,1,ROUTINE INSPECTION,EE0000846,1739 N VERMONT AVE,LOS ANGELES,FA0017427,CA,90027,OW0017441,JASMINE ENTERPRISES INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,"PUBLIC HOUSE, BOLA, ELECTRIC LOTUS",ACTIVE,PR0017924
DAWBHBXXH,2017-10-31T00:00:00.000,PRISM COFFEE,94,A,1,ROUTINE INSPECTION,EE0000854,1032 CRENSHAW BLVD STE E,LOS ANGELES,FA0175108,CA,90019,OW0181708,"J EXCLUSIVE, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,PRISM COFFEE,ACTIVE,PR0168217
DA0942380,2017-09-11T00:00:00.000,GIGI'S BAKERY & CAFE,90,A,1,ROUTINE INSPECTION,EE0001006,2200 W TEMPLE ST,LOS ANGELES,FA0062676,CA,90026,OW0013219,GIGI'S BAKERY INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,GIGI'S BAKERY & CAFE,ACTIVE,PR0045504
DAA3HKU6C,2017-10-31T00:00:00.000,PAYLESS FOODS MKT,95,A,1,ROUTINE INSPECTION,EE0000195,620 E EL SEGUNDO BLVD,LOS ANGELES,FA0044087,CA,90059,OW0003574,B F RODCO INC,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,PAYLESS FOODS MEAT MKT,ACTIVE,PR0019569
DAAZQCFG5,2017-07-20T00:00:00.000,STARBUCKS,94,A,1,ROUTINE INSPECTION,EE0000360,232 2ND ST # D,LOS ANGELES,FA0240879,CA,90012,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,1631,STARBUCKS,ACTIVE,PR0188938
DA6KZRBQH,2015-10-06T00:00:00.000,JONS MARKET,95,A,1,ROUTINE INSPECTION,EE0000531,3334 W 8TH ST,LOS ANGELES,FA0031010,CA,90005,OW0004431,BERBERIAN ENTERPRISES,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,JOHS #3 MEAT DEPARTMENT,ACTIVE,PR0031189
DA2CBMQHY,2015-12-30T00:00:00.000,THE STANDARD DOWNTOWN,95,A,1,ROUTINE INSPECTION,EE0000721,550 S FLOWER ST,LOS ANGELES,FA0140807,CA,90071-2501,OW0102692,STANDARD DOWNTOWN LESSEE LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,THE STANDARD DOWNTOWN - ROOF TOP RESTAURANT,ACTIVE,PR0166579
DAZQ44ZHY,2016-02-19T00:00:00.000,STIR CRAZY COFFEE HOUSE,96,A,1,ROUTINE INSPECTION,EE0000951,6903 MELROSE AVE,LOS ANGELES,FA0049638,CA,90038,OW0036580,"TRUCCO, DEAN A",RESTAURANT (31-60) SEATS MODERATE RISK,1634,STIR CRAZY COFFEE HOUSE,ACTIVE,PR0028019
DAXZF5DLZ,2016-06-14T00:00:00.000,EINSTEIN BROS. BAGELS #3594,99,A,1,ROUTINE INSPECTION,EE0000853,5550 WILSHIRE BLVD STE STE#,LOS ANGELES,FA0061316,CA,90036,OW0010776,EINSTEIN AND NOAH CORP,RESTAURANT (61-150) SEATS MODERATE RISK,1637,EINSTEIN BROS. BAGELS # 3594,ACTIVE,PR0022547
DASBEY87F,2018-04-23T00:00:00.000,PANDA EXPRESS INC.,93,A,1,ROUTINE INSPECTION,EE0000721,630 W 5TH ST,LOS ANGELES,FA0068253,CA,90071,OW0027458,PANDA EXPRESS INC.,RESTAURANT (151 + ) SEATS HIGH RISK,1641,PANDA EXPRESS INC.,ACTIVE,PR0003806
DAXAETJCX,2017-08-16T00:00:00.000,BOO'S PHILLY STEAKS,91,A,1,ROUTINE INSPECTION,EE0000904,4501 FOUNTAIN AVE,LOS ANGELES,FA0010561,CA,90029,OW0001875,AHN JUN SUB,RESTAURANT (31-60) SEATS MODERATE RISK,1634,BOO'S PHILLY STEAKS,ACTIVE,PR0032917
DALLJZOOD,2016-11-16T00:00:00.000,CHINA WOK EXPRESS,95,A,1,ROUTINE INSPECTION,EE0000195,425 IMPERIAL HWY B,LOS ANGELES,FA0166439,CA,90061,OW0129584,SOPHOS KONG,RESTAURANT (0-30) SEATS HIGH RISK,1632,CHINA WOK EXPRESS,ACTIVE,PR0156753
DA1JRZ16J,2017-12-13T00:00:00.000,INTERCONTINENTAL LOS ANGELES DOWNTOWN,96,A,1,ROUTINE INSPECTION,EE0000721,900 WILSHIRE BLVD,LOS ANGELES,FA0248372,CA,90017,OW0242797,HANJIN INTERNATIONAL CORP.,RESTAURANT (61-150) SEATS HIGH RISK,1638,INTERCONTINENTAL LOS ANGELES DOWNTOWN - LA BOUCHERIE(71ST FLOOR),ACTIVE,PR0198389
DAFE0TG8G,2016-04-28T00:00:00.000,RUBIO'S FRESH MEXICAN GRILL,98,A,1,ROUTINE INSPECTION,EE0000955,6081 CENTER DR STE 216,LOS ANGELES,FA0047105,CA,90045,OW0030364,"RUBIO'S RESTAURANTS, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,RUBIO'S BAJA GRILL,INACTIVE,PR0044661
DA0SUY0PW,2016-11-02T00:00:00.000,WH POKE BAR INC.,94,A,1,ROUTINE INSPECTION,EE0000605,6215 TOPANGA CANYON BLVD,LOS ANGELES,FA0240884,CA,91367,OW0236903,WH POKE BAR INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,WH POKE BAR INC.,ACTIVE,PR0188943
DA6XOTUDH,2016-06-01T00:00:00.000,FACEBOOK PLAYA VISTA,91,A,1,ROUTINE INSPECTION,EE0000117,12777 W JEFFERSON BLVD,LOS ANGELES,FA0222961,CA,90066,OW0227726,"COUNTRY MARKET CATERING, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,FACEBOOK PLAYA VISTA,INACTIVE,PR0177996
DAQL9F9RP,2015-12-11T00:00:00.000,LA COLISEUM COMMISSION,99,A,1,ROUTINE INSPECTION,EE0000633,3939 S FIGUEROA ST,LOS ANGELES,FA0049071,CA,90037,OW0100211,"LEGENDS HOSPITALITY, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA SPORTS ARENA #817,INACTIVE,PR0005357
DA9JVBRON,2016-01-11T00:00:00.000,LAS VITAMINAS,96,A,1,ROUTINE INSPECTION,EE0001026,4501 S ALAMEDA ST 4,LOS ANGELES,FA0160497,CA,90058,OW0125459,REINA GUANDIQUE,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,LAS VITAMINAS,ACTIVE,PR0148585
DA0T1GUZN,2016-11-30T00:00:00.000,LA BREA BAGEL,91,A,1,ROUTINE INSPECTION,EE0000468,7308 BEVERLY BLVD,LOS ANGELES,FA0065049,CA,90036,OW0020299,LA BREA BAGEL LLC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,LA BREA BAGEL,ACTIVE,PR0045669
DAUOLBQTB,2015-07-23T00:00:00.000,GLORIA MEAT MARKET,86,B,1,ROUTINE INSPECTION,EE0001025,5505 S SAN PEDRO ST,LOS ANGELES,FA0025127,CA,90011,OW0036269,"TORRES, GLORIA","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,GLORIA MEAT MARKET,INACTIVE,PR0030362
DARHWHSTL,2017-10-04T00:00:00.000,IL MORO RESTAURANT,92,A,1,ROUTINE INSPECTION,EE0000338,11400 W OLYMPIC BLVD,LOS ANGELES,FA0017966,CA,90064,OW0009547,DE DETO INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,IL MORO RESTAURANT,ACTIVE,PR0013413
DAQCOGOLM,2016-08-30T00:00:00.000,SUZY'S CHOCOLATE INC,94,A,1,ROUTINE INSPECTION,EE0000893,4855 SANTA MONICA BLVD STE 104,LOS ANGELES,FA0178690,CA,90029,OW0184382,SUZY'S CHOCOLATE INC,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,SUZY'S CHOCOLATE INC,ACTIVE,PR0172169
DAF8R6E9M,2017-09-08T00:00:00.000,GRANDES MINI MARKET,94,A,1,ROUTINE INSPECTION,EE0000893,4350 MELROSE AVE,LOS ANGELES,FA0026626,CA,90029,OW0006481,"CASTILLEJOS, ALEJANDRO","FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,GRANDES MINI MARKET,ACTIVE,PR0017713
DAHYDPUYL,2017-02-07T00:00:00.000,CAFE MAK,93,A,1,ROUTINE INSPECTION,EE0000946,612 SHATTO PL,LOS ANGELES,FA0138465,CA,90005-1301,OW0101817,JNCD INVESTMENT CORPORATION,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,CAFE MAK,ACTIVE,PR0122789
DAM0G1JK0,2016-03-17T00:00:00.000,SUBWAY #45649,97,A,1,ROUTINE INSPECTION,EE0000800,1032 W MLK BLVD # 106B,LOS ANGELES,FA0049287,CA,90037,OW0030900,RPV BUSINESS VENTURE INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #45649,ACTIVE,PR0036283
DA0LMQH7O,2015-12-02T00:00:00.000,LUCKY FISH,90,A,1,ROUTINE INSPECTION,EE0000633,380 WORLD WAY T74,LOS ANGELES,FA0138541,CA,90045,OW0101886,LS CONCESSIONS MANAGEMENT,RESTAURANT (61-150) SEATS HIGH RISK,1638,LUCKY FISH,INACTIVE,PR0122873
DAR0JVTNU,2017-10-25T00:00:00.000,AL WAZIR CHICKEN,93,A,1,ROUTINE INSPECTION,EE0000828,6051 HOLLYWOOD BLVD STE #104,LOS ANGELES,FA0005449,CA,90028,OW0038292,"WADIH, MARZOUK",RESTAURANT (0-30) SEATS HIGH RISK,1632,AL WAZIR CHICKEN,ACTIVE,PR0024593
DAU7ORLML,2015-10-05T00:00:00.000,GOLD MEDAL CHINESE FOOD,95,A,1,ROUTINE INSPECTION,EE0000723,1600 W 6TH ST,LOS ANGELES,FA0025158,CA,90017,OW0021848,"LIN, MING Y",RESTAURANT (0-30) SEATS HIGH RISK,1632,GOLD MEDAL CHINESE FOOD,INACTIVE,PR0009489
DAX8YT0NA,2016-01-19T00:00:00.000,LUCY'S RESTAURANT,95,A,1,ROUTINE INSPECTION,EE0001073,7313 S CENTRAL AVE,LOS ANGELES,FA0023072,CA,90001,OW0013569,GOMEZ HERRERA ADOLFO,RESTAURANT (0-30) SEATS HIGH RISK,1632,LUCY'S RESTAURANT,INACTIVE,PR0022162
DADF4R0XN,2015-10-15T00:00:00.000,DONA ELSA PAN Y CAFE,86,B,1,ROUTINE INSPECTION,EE0000746,5102 YORK BLVD,LOS ANGELES,FA0139013,CA,90042,OW0102282,MARIO CASTILLO,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DONA ELSA PAN Y CAFE,INACTIVE,PR0123393
DAPVZ50DQ,2015-07-13T00:00:00.000,EL MAJAHUAL RESTAURANT,91,A,1,ROUTINE INSPECTION,EE0000718,1925 W TEMPLE ST #101,LOS ANGELES,FA0020806,CA,90026,OW0101202,"HERNANDEZ, ROSA S GUILLEN",RESTAURANT (0-30) SEATS HIGH RISK,1632,EL MAJAHUAL RESTAURANT,ACTIVE,PR0010053
